image_id,segnet_ctr,segnet_cardiac_diameter,segnet_thoracic_diameter,unet_ctr,unet_cardiac_diameter,unet_thoracic_diameter,resunetpp_ctr,resunetpp_cardiac_diameter,resunetpp_thoracic_diameter,attunet_ctr,attunet_cardiac_diameter,attunet_thoracic_diameter
CHNCXR_0515_1.png,,,,0.19902912621359223,41.0,206.0,0.21359223300970873,44.0,206.0,0.20388349514563106,42.0,206.0
CHNCXR_0517_1.png,,,,0.16939890710382513,31.0,183.0,0.17032967032967034,31.0,182.0,0.16847826086956522,31.0,184.0
CHNCXR_0530_1.png,,,,0.18974358974358974,37.0,195.0,0.18877551020408162,37.0,196.0,0.18781725888324874,37.0,197.0
CHNCXR_0536_1.png,,,,0.18592964824120603,37.0,199.0,0.17412935323383086,35.0,201.0,0.1658291457286432,33.0,199.0
CHNCXR_0558_1.png,,,,0.20833333333333334,40.0,192.0,0.20418848167539266,39.0,191.0,0.21025641025641026,41.0,195.0
CHNCXR_0592_1.png,,,,0.20418848167539266,39.0,191.0,0.21354166666666666,41.0,192.0,0.21354166666666666,41.0,192.0
CHNCXR_0603_1.png,,,,0.9767441860465116,84.0,86.0,0.39766081871345027,68.0,171.0,1.0,90.0,90.0
CHNCXR_0616_1.png,,,,0.22279792746113988,43.0,193.0,0.193717277486911,37.0,191.0,0.20918367346938777,41.0,196.0
CHNCXR_0626_1.png,,,,0.1896551724137931,33.0,174.0,0.19653179190751446,34.0,173.0,0.1896551724137931,33.0,174.0
CHNCXR_0630_1.png,,,,0.19879518072289157,33.0,166.0,0.20606060606060606,34.0,165.0,0.19879518072289157,33.0,166.0
CHNCXR_0633_1.png,,,,0.20512820512820512,40.0,195.0,0.21649484536082475,42.0,194.0,0.20618556701030927,40.0,194.0
CHNCXR_0634_1.png,,,,0.19576719576719576,37.0,189.0,0.19576719576719576,37.0,189.0,0.19680851063829788,37.0,188.0
CHNCXR_0635_1.png,,,,0.21608040201005024,43.0,199.0,0.23232323232323232,46.0,198.0,0.1919191919191919,38.0,198.0
CHNCXR_0636_1.png,,,,0.192090395480226,34.0,177.0,0.19318181818181818,34.0,176.0,0.19318181818181818,34.0,176.0
CHNCXR_0645_1.png,,,,0.19597989949748743,39.0,199.0,0.20603015075376885,41.0,199.0,0.19095477386934673,38.0,199.0
MCUCXR_0004_0.png,,,,0.17159763313609466,29.0,169.0,0.1686046511627907,29.0,172.0,0.1695906432748538,29.0,171.0
MCUCXR_0019_0.png,,,,0.14215686274509803,29.0,204.0,0.15121951219512195,31.0,205.0,0.14634146341463414,30.0,205.0
MCUCXR_0022_0.png,,,,0.13942307692307693,29.0,208.0,0.12560386473429952,26.0,207.0,0.13592233009708737,28.0,206.0
MCUCXR_0023_0.png,,,,0.15639810426540285,33.0,211.0,0.13875598086124402,29.0,209.0,0.1380952380952381,29.0,210.0
MCUCXR_0024_0.png,,,,0.13872832369942195,24.0,173.0,0.13142857142857142,23.0,175.0,0.13793103448275862,24.0,174.0
MCUCXR_0071_0.png,,,,0.13978494623655913,26.0,186.0,0.14361702127659576,27.0,188.0,0.13903743315508021,26.0,187.0
MCUCXR_0072_0.png,,,,0.15706806282722513,30.0,191.0,0.17010309278350516,33.0,194.0,0.15463917525773196,30.0,194.0
MCUCXR_0108_1.png,,,,0.1497584541062802,31.0,207.0,0.1291866028708134,27.0,209.0,0.1346153846153846,28.0,208.0
MCUCXR_0142_1.png,,,,0.1827956989247312,34.0,186.0,0.1925133689839572,36.0,187.0,0.17553191489361702,33.0,188.0
MCUCXR_0144_1.png,,,,0.19555555555555557,44.0,225.0,0.18061674008810572,41.0,227.0,0.19911504424778761,45.0,226.0
MCUCXR_0170_1.png,,,,0.16981132075471697,36.0,212.0,0.1650943396226415,35.0,212.0,0.16901408450704225,36.0,213.0
MCUCXR_0309_1.png,,,,0.18012422360248448,29.0,161.0,0.2389937106918239,38.0,159.0,0.19230769230769232,30.0,156.0
MCUCXR_0316_1.png,,,,0.14659685863874344,28.0,191.0,0.15706806282722513,30.0,191.0,0.164021164021164,31.0,189.0
MCUCXR_0372_1.png,,,,0.14893617021276595,28.0,188.0,0.1518324607329843,29.0,191.0,0.14736842105263157,28.0,190.0
MCUCXR_0383_1.png,,,,0.1348314606741573,24.0,178.0,0.12359550561797752,22.0,178.0,0.12921348314606743,23.0,178.0
